STATISTIC Label,Property Type,Location,Region,VALUE,YEAR,QUARTER
RTB Average Monthly Rent Report,Apartment,Roscommon,West,650.79,2021,3
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,768.42,2021,3
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,685.3,2021,3
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,822.61,2021,3
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,888.97,2021,3
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,754.23,2021,3
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1436.04,2021,3
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,716.75,2021,3
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,,2021,3
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,469.13,2021,3
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,868.6,2021,3
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,447.09,2021,3
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1176.86,2021,3
RTB Average Monthly Rent Report,Other flats,Galway,West,840.71,2021,3
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,564.91,2021,3
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,886.68,2021,3
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,0,2021,3
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,534.1,2021,3
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2021,3
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,747.42,2021,3
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2021,3
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,836.49,2021,3
RTB Average Monthly Rent Report,Other flats,Mayo,West,534.47,2021,3
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,803.43,2021,3
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,510.93,2021,3
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,667.31,2021,3
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2021,3
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2021,3
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,565.24,2021,3
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,0,2021,3
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,631.32,2021,3
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,609.48,2021,3
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,885.57,2021,3
RTB Average Monthly Rent Report,Detached house,Carlow,SouthEast,1132.06,2021,4
RTB Average Monthly Rent Report,Detached house,Cavan,NorthEast,755,2021,4
RTB Average Monthly Rent Report,Detached house,Clare,MidWest,862.39,2021,4
RTB Average Monthly Rent Report,Detached house,Cork,SouthWest,1184.55,2021,4
RTB Average Monthly Rent Report,Detached house,Donegal,NorthWest,677.55,2021,4
RTB Average Monthly Rent Report,Detached house,Dublin,Dublin,2542.93,2021,4
RTB Average Monthly Rent Report,Detached house,Galway,West,1219.35,2021,4
RTB Average Monthly Rent Report,Detached house,Kerry,SouthWest,867.74,2021,4
RTB Average Monthly Rent Report,Detached house,Kildare,MidEast,1558.51,2021,4
RTB Average Monthly Rent Report,Detached house,Kilkenny,SouthEast,921.42,2021,4
RTB Average Monthly Rent Report,Detached house,Laois,Midlands,990.56,2021,4
RTB Average Monthly Rent Report,Detached house,Leitrim,NorthWest,619.26,2021,4
RTB Average Monthly Rent Report,Detached house,Limerick,MidWest,1168.69,2021,4
RTB Average Monthly Rent Report,Detached house,Longford,Midlands,757.77,2021,4
RTB Average Monthly Rent Report,Detached house,Louth,NorthEast,1278.14,2021,4
RTB Average Monthly Rent Report,Detached house,Mayo,West,749.14,2021,4
RTB Average Monthly Rent Report,Detached house,Meath,MidEast,1357.52,2021,4
RTB Average Monthly Rent Report,Detached house,Monaghan,NorthEast,758.37,2021,4
RTB Average Monthly Rent Report,Detached house,Offaly,Midlands,899.68,2021,4
RTB Average Monthly Rent Report,Detached house,Roscommon,West,771.51,2021,4
RTB Average Monthly Rent Report,Detached house,Sligo,NorthWest,796.2,2021,4
RTB Average Monthly Rent Report,Detached house,Tipperary,MidWest,820.91,2021,4
RTB Average Monthly Rent Report,Detached house,Waterford,SouthEast,954.39,2021,4
RTB Average Monthly Rent Report,Detached house,Westmeath,Midlands,964.84,2021,4
RTB Average Monthly Rent Report,Detached house,Wexford,SouthEast,905.1,2021,4
RTB Average Monthly Rent Report,Detached house,Wicklow,MidEast,1503.68,2021,4
RTB Average Monthly Rent Report,Semi detached house,Carlow,SouthEast,1015.51,2021,4
RTB Average Monthly Rent Report,Semi detached house,Cavan,NorthEast,774.39,2021,4
RTB Average Monthly Rent Report,Semi detached house,Clare,MidWest,939.74,2021,4
RTB Average Monthly Rent Report,Semi detached house,Cork,SouthWest,1264.44,2021,4
RTB Average Monthly Rent Report,Semi detached house,Donegal,NorthWest,695.36,2021,4
RTB Average Monthly Rent Report,Semi detached house,Dublin,Dublin,2070.14,2021,4
RTB Average Monthly Rent Report,Semi detached house,Galway,West,1302.15,2021,4
RTB Average Monthly Rent Report,Semi detached house,Kerry,SouthWest,855.16,2021,4
RTB Average Monthly Rent Report,Semi detached house,Kildare,MidEast,1432.47,2021,4
RTB Average Monthly Rent Report,Semi detached house,Kilkenny,SouthEast,921.82,2021,4
RTB Average Monthly Rent Report,Semi detached house,Laois,Midlands,989.59,2021,4
RTB Average Monthly Rent Report,Semi detached house,Leitrim,NorthWest,658.13,2021,4
RTB Average Monthly Rent Report,Semi detached house,Limerick,MidWest,1262.47,2021,4
RTB Average Monthly Rent Report,Semi detached house,Longford,Midlands,761.06,2021,4
RTB Average Monthly Rent Report,Semi detached house,Louth,NorthEast,1231.51,2021,4
RTB Average Monthly Rent Report,Semi detached house,Mayo,West,773.1,2021,4
RTB Average Monthly Rent Report,Semi detached house,Meath,MidEast,1367.81,2021,4
RTB Average Monthly Rent Report,Semi detached house,Monaghan,NorthEast,759.09,2021,4
RTB Average Monthly Rent Report,Semi detached house,Offaly,Midlands,931.75,2021,4
RTB Average Monthly Rent Report,Semi detached house,Roscommon,West,785.92,2021,4
RTB Average Monthly Rent Report,Semi detached house,Sligo,NorthWest,876.91,2021,4
RTB Average Monthly Rent Report,Semi detached house,Tipperary,MidWest,821.96,2021,4
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,1005.21,2021,4
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,980.62,2021,4
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,869.43,2021,4
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1434.38,2021,4
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,935.05,2021,4
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,663.36,2021,4
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,813.48,2021,4
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1274.27,2021,4
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,593.04,2021,4
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,1967.37,2021,4
RTB Average Monthly Rent Report,Terrace house,Galway,West,1377.45,2021,4
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,834.34,2021,4
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1384.1,2021,4
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,875.17,2021,4
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,891.97,2021,4
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,622.87,2021,4
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,1083.12,2021,4
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,729.99,2021,4
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1123.85,2021,4
RTB Average Monthly Rent Report,Terrace house,Mayo,West,738.11,2021,4
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1271.36,2021,4
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,699.12,2021,4
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,928.98,2021,4
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,750.96,2021,4
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,823.78,2021,4
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,746.55,2021,4
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,841.3,2021,4
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,945.47,2021,4
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,821.69,2021,4
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1339.68,2021,4
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,921.27,2021,4
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,652.83,2021,4
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,778.36,2021,4
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1171.33,2021,4
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,620.38,2021,4
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1786.2,2021,4
RTB Average Monthly Rent Report,Apartment,Galway,West,1190.24,2021,4
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,891.23,2021,4
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1262.19,2021,4
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,840.72,2021,4
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,874.42,2021,4
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,603.75,2021,4
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,1044.01,2021,4
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,692.2,2021,4
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,1058.02,2021,4
RTB Average Monthly Rent Report,Apartment,Mayo,West,725.37,2021,4
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1177.47,2021,4
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,656.24,2021,4
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,755.86,2021,4
RTB Average Monthly Rent Report,Apartment,Roscommon,West,661.85,2021,4
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,766.22,2021,4
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,695.39,2021,4
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,878.16,2021,4
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,902.99,2021,4
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,766.85,2021,4
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1424.74,2021,4
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,709.79,2021,4
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,,2021,4
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,473.21,2021,4
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,895.36,2021,4
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,462.52,2021,4
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1178.87,2021,4
RTB Average Monthly Rent Report,Other flats,Galway,West,827.77,2021,4
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,542.99,2021,4
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,953.78,2021,4
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,0,2021,4
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,0,2021,4
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2021,4
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,786.7,2021,4
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2021,4
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,825.14,2021,4
RTB Average Monthly Rent Report,Other flats,Mayo,West,541.86,2021,4
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,850.53,2021,4
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,493.54,2021,4
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,0,2021,4
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2021,4
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2021,4
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,574.42,2021,4
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,0,2021,4
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,674.69,2021,4
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,607.55,2021,4
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,909.65,2021,4
RTB Average Monthly Rent Report,Detached house,Carlow,SouthEast,1056.19,2022,1
RTB Average Monthly Rent Report,Detached house,Cavan,NorthEast,769.5,2022,1
RTB Average Monthly Rent Report,Detached house,Clare,MidWest,885.55,2022,1
RTB Average Monthly Rent Report,Detached house,Cork,SouthWest,1238.36,2022,1
RTB Average Monthly Rent Report,Detached house,Donegal,NorthWest,709.01,2022,1
RTB Average Monthly Rent Report,Detached house,Dublin,Dublin,2609.88,2022,1
RTB Average Monthly Rent Report,Detached house,Galway,West,1215.74,2022,1
RTB Average Monthly Rent Report,Detached house,Kerry,SouthWest,876.9,2022,1
RTB Average Monthly Rent Report,Detached house,Kildare,MidEast,1579.22,2022,1
RTB Average Monthly Rent Report,Detached house,Kilkenny,SouthEast,967.31,2022,1
RTB Average Monthly Rent Report,Detached house,Laois,Midlands,1023.03,2022,1
RTB Average Monthly Rent Report,Detached house,Leitrim,NorthWest,627.95,2022,1
RTB Average Monthly Rent Report,Detached house,Limerick,MidWest,1177.97,2022,1
RTB Average Monthly Rent Report,Detached house,Longford,Midlands,816.98,2022,1
RTB Average Monthly Rent Report,Detached house,Louth,NorthEast,1329.44,2022,1
RTB Average Monthly Rent Report,Detached house,Mayo,West,784.75,2022,1
RTB Average Monthly Rent Report,Detached house,Meath,MidEast,1358.9,2022,1
RTB Average Monthly Rent Report,Detached house,Monaghan,NorthEast,758.94,2022,1
RTB Average Monthly Rent Report,Detached house,Offaly,Midlands,946.58,2022,1
RTB Average Monthly Rent Report,Detached house,Roscommon,West,790.55,2022,1
RTB Average Monthly Rent Report,Detached house,Sligo,NorthWest,828.22,2022,1
RTB Average Monthly Rent Report,Detached house,Tipperary,MidWest,851.23,2022,1
RTB Average Monthly Rent Report,Detached house,Waterford,SouthEast,929.48,2022,1
RTB Average Monthly Rent Report,Detached house,Westmeath,Midlands,1007.69,2022,1
RTB Average Monthly Rent Report,Detached house,Wexford,SouthEast,950.92,2022,1
RTB Average Monthly Rent Report,Detached house,Wicklow,MidEast,1524.9,2022,1
RTB Average Monthly Rent Report,Semi detached house,Carlow,SouthEast,1028.32,2022,1
RTB Average Monthly Rent Report,Semi detached house,Cavan,NorthEast,801.31,2022,1
RTB Average Monthly Rent Report,Semi detached house,Clare,MidWest,975.27,2022,1
RTB Average Monthly Rent Report,Semi detached house,Cork,SouthWest,1288.24,2022,1
RTB Average Monthly Rent Report,Semi detached house,Donegal,NorthWest,726.95,2022,1
RTB Average Monthly Rent Report,Semi detached house,Dublin,Dublin,2111.51,2022,1
RTB Average Monthly Rent Report,Semi detached house,Galway,West,1335.52,2022,1
RTB Average Monthly Rent Report,Semi detached house,Kerry,SouthWest,883.21,2022,1
RTB Average Monthly Rent Report,Semi detached house,Kildare,MidEast,1487.43,2022,1
RTB Average Monthly Rent Report,Semi detached house,Kilkenny,SouthEast,952.1,2022,1
RTB Average Monthly Rent Report,Semi detached house,Laois,Midlands,1012.76,2022,1
RTB Average Monthly Rent Report,Semi detached house,Leitrim,NorthWest,704.78,2022,1
RTB Average Monthly Rent Report,Semi detached house,Limerick,MidWest,1246.21,2022,1
RTB Average Monthly Rent Report,Semi detached house,Longford,Midlands,794.08,2022,1
RTB Average Monthly Rent Report,Semi detached house,Louth,NorthEast,1257.05,2022,1
RTB Average Monthly Rent Report,Semi detached house,Mayo,West,813.08,2022,1
RTB Average Monthly Rent Report,Semi detached house,Meath,MidEast,1400.44,2022,1
RTB Average Monthly Rent Report,Semi detached house,Monaghan,NorthEast,802.05,2022,1
RTB Average Monthly Rent Report,Semi detached house,Offaly,Midlands,971.33,2022,1
RTB Average Monthly Rent Report,Semi detached house,Roscommon,West,803.24,2022,1
RTB Average Monthly Rent Report,Semi detached house,Sligo,NorthWest,874.62,2022,1
RTB Average Monthly Rent Report,Semi detached house,Tipperary,MidWest,849.02,2022,1
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,933.88,2022,1
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,993.7,2022,1
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,900.2,2022,1
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1475.63,2022,1
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,939.26,2022,1
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,683.32,2022,1
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,834.73,2022,1
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1266.28,2022,1
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,653.27,2022,1
RTB Average Monthly Rent Report,Terrace house,Dublin,Dublin,2016.67,2022,1
RTB Average Monthly Rent Report,Terrace house,Galway,West,1414.36,2022,1
RTB Average Monthly Rent Report,Terrace house,Kerry,SouthWest,862.25,2022,1
RTB Average Monthly Rent Report,Terrace house,Kildare,MidEast,1415.15,2022,1
RTB Average Monthly Rent Report,Terrace house,Kilkenny,SouthEast,883.03,2022,1
RTB Average Monthly Rent Report,Terrace house,Laois,Midlands,926.78,2022,1
RTB Average Monthly Rent Report,Terrace house,Leitrim,NorthWest,663.03,2022,1
RTB Average Monthly Rent Report,Terrace house,Limerick,MidWest,1107.57,2022,1
RTB Average Monthly Rent Report,Terrace house,Longford,Midlands,773.57,2022,1
RTB Average Monthly Rent Report,Terrace house,Louth,NorthEast,1163.44,2022,1
RTB Average Monthly Rent Report,Terrace house,Mayo,West,803.8,2022,1
RTB Average Monthly Rent Report,Terrace house,Meath,MidEast,1305.3,2022,1
RTB Average Monthly Rent Report,Terrace house,Monaghan,NorthEast,704.54,2022,1
RTB Average Monthly Rent Report,Terrace house,Offaly,Midlands,941.12,2022,1
RTB Average Monthly Rent Report,Terrace house,Roscommon,West,764.52,2022,1
RTB Average Monthly Rent Report,Terrace house,Sligo,NorthWest,818.01,2022,1
RTB Average Monthly Rent Report,Terrace house,Tipperary,MidWest,769.62,2022,1
RTB Average Monthly Rent Report,Terrace house,Waterford,SouthEast,800.37,2022,1
RTB Average Monthly Rent Report,Terrace house,Westmeath,Midlands,957.86,2022,1
RTB Average Monthly Rent Report,Terrace house,Wexford,SouthEast,854.84,2022,1
RTB Average Monthly Rent Report,Terrace house,Wicklow,MidEast,1392.15,2022,1
RTB Average Monthly Rent Report,Apartment,Carlow,SouthEast,958.2,2022,1
RTB Average Monthly Rent Report,Apartment,Cavan,NorthEast,703.61,2022,1
RTB Average Monthly Rent Report,Apartment,Clare,MidWest,811.44,2022,1
RTB Average Monthly Rent Report,Apartment,Cork,SouthWest,1187.22,2022,1
RTB Average Monthly Rent Report,Apartment,Donegal,NorthWest,652.77,2022,1
RTB Average Monthly Rent Report,Apartment,Dublin,Dublin,1821.01,2022,1
RTB Average Monthly Rent Report,Apartment,Galway,West,1190.21,2022,1
RTB Average Monthly Rent Report,Apartment,Kerry,SouthWest,851.27,2022,1
RTB Average Monthly Rent Report,Apartment,Kildare,MidEast,1296.38,2022,1
RTB Average Monthly Rent Report,Apartment,Kilkenny,SouthEast,826.42,2022,1
RTB Average Monthly Rent Report,Apartment,Laois,Midlands,914.46,2022,1
RTB Average Monthly Rent Report,Apartment,Leitrim,NorthWest,623.98,2022,1
RTB Average Monthly Rent Report,Apartment,Limerick,MidWest,1069.5,2022,1
RTB Average Monthly Rent Report,Apartment,Longford,Midlands,717.19,2022,1
RTB Average Monthly Rent Report,Apartment,Louth,NorthEast,1077.61,2022,1
RTB Average Monthly Rent Report,Apartment,Mayo,West,756.97,2022,1
RTB Average Monthly Rent Report,Apartment,Meath,MidEast,1172.98,2022,1
RTB Average Monthly Rent Report,Apartment,Monaghan,NorthEast,694.64,2022,1
RTB Average Monthly Rent Report,Apartment,Offaly,Midlands,774.05,2022,1
RTB Average Monthly Rent Report,Apartment,Roscommon,West,676.27,2022,1
RTB Average Monthly Rent Report,Apartment,Sligo,NorthWest,791.34,2022,1
RTB Average Monthly Rent Report,Apartment,Tipperary,MidWest,717.44,2022,1
RTB Average Monthly Rent Report,Apartment,Waterford,SouthEast,859.77,2022,1
RTB Average Monthly Rent Report,Apartment,Westmeath,Midlands,935.9,2022,1
RTB Average Monthly Rent Report,Apartment,Wexford,SouthEast,788.54,2022,1
RTB Average Monthly Rent Report,Apartment,Wicklow,MidEast,1463.71,2022,1
RTB Average Monthly Rent Report,Other flats,Carlow,SouthEast,0,2022,1
RTB Average Monthly Rent Report,Other flats,Cavan,NorthEast,0,2022,1
RTB Average Monthly Rent Report,Other flats,Clare,MidWest,468.42,2022,1
RTB Average Monthly Rent Report,Other flats,Cork,SouthWest,904.46,2022,1
RTB Average Monthly Rent Report,Other flats,Donegal,NorthWest,489.6,2022,1
RTB Average Monthly Rent Report,Other flats,Dublin,Dublin,1203.51,2022,1
RTB Average Monthly Rent Report,Other flats,Galway,West,883.35,2022,1
RTB Average Monthly Rent Report,Other flats,Kerry,SouthWest,551.97,2022,1
RTB Average Monthly Rent Report,Other flats,Kildare,MidEast,937.31,2022,1
RTB Average Monthly Rent Report,Other flats,Kilkenny,SouthEast,0,2022,1
RTB Average Monthly Rent Report,Other flats,Laois,Midlands,0,2022,1
RTB Average Monthly Rent Report,Other flats,Leitrim,NorthWest,0,2022,1
RTB Average Monthly Rent Report,Other flats,Limerick,MidWest,836.78,2022,1
RTB Average Monthly Rent Report,Other flats,Longford,Midlands,0,2022,1
RTB Average Monthly Rent Report,Other flats,Louth,NorthEast,831.08,2022,1
RTB Average Monthly Rent Report,Other flats,Mayo,West,543.24,2022,1
RTB Average Monthly Rent Report,Other flats,Meath,MidEast,869.63,2022,1
RTB Average Monthly Rent Report,Other flats,Monaghan,NorthEast,0,2022,1
RTB Average Monthly Rent Report,Other flats,Offaly,Midlands,0,2022,1
RTB Average Monthly Rent Report,Other flats,Roscommon,West,0,2022,1
RTB Average Monthly Rent Report,Other flats,Sligo,NorthWest,0,2022,1
RTB Average Monthly Rent Report,Other flats,Tipperary,MidWest,576.27,2022,1
RTB Average Monthly Rent Report,Other flats,Waterford,SouthEast,0,2022,1
RTB Average Monthly Rent Report,Other flats,Westmeath,Midlands,0,2022,1
RTB Average Monthly Rent Report,Other flats,Wexford,SouthEast,648.78,2022,1
RTB Average Monthly Rent Report,Other flats,Wicklow,MidEast,950.99,2022,1
RTB Average Monthly Rent Report,Detached house,Carlow,SouthEast,1105.84,2022,2
RTB Average Monthly Rent Report,Detached house,Cavan,NorthEast,792.23,2022,2
RTB Average Monthly Rent Report,Detached house,Clare,MidWest,903.9,2022,2
RTB Average Monthly Rent Report,Detached house,Cork,SouthWest,1248.31,2022,2
RTB Average Monthly Rent Report,Detached house,Donegal,NorthWest,753.01,2022,2
RTB Average Monthly Rent Report,Detached house,Dublin,Dublin,2635.18,2022,2
RTB Average Monthly Rent Report,Detached house,Galway,West,1217.44,2022,2
RTB Average Monthly Rent Report,Detached house,Kerry,SouthWest,918.68,2022,2
RTB Average Monthly Rent Report,Detached house,Kildare,MidEast,1572.24,2022,2
RTB Average Monthly Rent Report,Detached house,Kilkenny,SouthEast,983.86,2022,2
RTB Average Monthly Rent Report,Detached house,Laois,Midlands,1035.82,2022,2
RTB Average Monthly Rent Report,Detached house,Leitrim,NorthWest,650.79,2022,2
RTB Average Monthly Rent Report,Detached house,Limerick,MidWest,1176.19,2022,2
RTB Average Monthly Rent Report,Detached house,Longford,Midlands,807.05,2022,2
RTB Average Monthly Rent Report,Detached house,Louth,NorthEast,1348.9,2022,2
RTB Average Monthly Rent Report,Detached house,Mayo,West,815.79,2022,2
RTB Average Monthly Rent Report,Detached house,Meath,MidEast,1394.78,2022,2
RTB Average Monthly Rent Report,Detached house,Monaghan,NorthEast,758.63,2022,2
RTB Average Monthly Rent Report,Detached house,Offaly,Midlands,956.33,2022,2
RTB Average Monthly Rent Report,Detached house,Roscommon,West,818.88,2022,2
RTB Average Monthly Rent Report,Detached house,Sligo,NorthWest,891.45,2022,2
RTB Average Monthly Rent Report,Detached house,Tipperary,MidWest,846.35,2022,2
RTB Average Monthly Rent Report,Detached house,Waterford,SouthEast,958.54,2022,2
RTB Average Monthly Rent Report,Detached house,Westmeath,Midlands,1035.61,2022,2
RTB Average Monthly Rent Report,Detached house,Wexford,SouthEast,979.77,2022,2
RTB Average Monthly Rent Report,Detached house,Wicklow,MidEast,1541.61,2022,2
RTB Average Monthly Rent Report,Semi detached house,Carlow,SouthEast,1046.72,2022,2
RTB Average Monthly Rent Report,Semi detached house,Cavan,NorthEast,820.73,2022,2
RTB Average Monthly Rent Report,Semi detached house,Clare,MidWest,991.18,2022,2
RTB Average Monthly Rent Report,Semi detached house,Cork,SouthWest,1304.04,2022,2
RTB Average Monthly Rent Report,Semi detached house,Donegal,NorthWest,759.39,2022,2
RTB Average Monthly Rent Report,Semi detached house,Dublin,Dublin,2136.49,2022,2
RTB Average Monthly Rent Report,Semi detached house,Galway,West,1354.84,2022,2
RTB Average Monthly Rent Report,Semi detached house,Kerry,SouthWest,895.68,2022,2
RTB Average Monthly Rent Report,Semi detached house,Kildare,MidEast,1514.58,2022,2
RTB Average Monthly Rent Report,Semi detached house,Kilkenny,SouthEast,956.77,2022,2
RTB Average Monthly Rent Report,Semi detached house,Laois,Midlands,1036.47,2022,2
RTB Average Monthly Rent Report,Semi detached house,Leitrim,NorthWest,726.86,2022,2
RTB Average Monthly Rent Report,Semi detached house,Limerick,MidWest,1268.47,2022,2
RTB Average Monthly Rent Report,Semi detached house,Longford,Midlands,798.79,2022,2
RTB Average Monthly Rent Report,Semi detached house,Louth,NorthEast,1261.96,2022,2
RTB Average Monthly Rent Report,Semi detached house,Mayo,West,822.97,2022,2
RTB Average Monthly Rent Report,Semi detached house,Meath,MidEast,1419.91,2022,2
RTB Average Monthly Rent Report,Semi detached house,Monaghan,NorthEast,808.24,2022,2
RTB Average Monthly Rent Report,Semi detached house,Offaly,Midlands,980.02,2022,2
RTB Average Monthly Rent Report,Semi detached house,Roscommon,West,864.83,2022,2
RTB Average Monthly Rent Report,Semi detached house,Sligo,NorthWest,920.57,2022,2
RTB Average Monthly Rent Report,Semi detached house,Tipperary,MidWest,863.88,2022,2
RTB Average Monthly Rent Report,Semi detached house,Waterford,SouthEast,930.54,2022,2
RTB Average Monthly Rent Report,Semi detached house,Westmeath,Midlands,998.97,2022,2
RTB Average Monthly Rent Report,Semi detached house,Wexford,SouthEast,933.75,2022,2
RTB Average Monthly Rent Report,Semi detached house,Wicklow,MidEast,1479.65,2022,2
RTB Average Monthly Rent Report,Terrace house,Carlow,SouthEast,1003.44,2022,2
RTB Average Monthly Rent Report,Terrace house,Cavan,NorthEast,716.53,2022,2
RTB Average Monthly Rent Report,Terrace house,Clare,MidWest,844.16,2022,2
RTB Average Monthly Rent Report,Terrace house,Cork,SouthWest,1295.05,2022,2
RTB Average Monthly Rent Report,Terrace house,Donegal,NorthWest,685.19,2022,2
